,episode,score,Q_sum
163,163.0,1.0,41893.14116937502
164,164.0,3.0,41953.5309071566
165,165.0,1.0,42096.641746330635
166,166.0,4.0,42227.79300673781
167,167.0,1.0,42425.84159734798
168,168.0,1.0,42716.487301816815
169,169.0,3.0,42908.455463025384
170,170.0,3.0,43055.59621739489
171,171.0,0.0,43403.37712372228
172,172.0,1.0,43327.38975344236
173,173.0,3.0,43666.50684133287
174,174.0,1.0,43662.66172713138
175,175.0,2.0,43660.462593234275
176,176.0,1.0,43678.374614564804
177,177.0,1.0,43794.393926364195
178,178.0,0.0,43833.51196691542
179,179.0,0.0,44218.50398488181
180,180.0,1.0,44197.3288073413
181,181.0,3.0,44170.91028315331
182,182.0,2.0,44230.925724345776
183,183.0,2.0,44281.28482529452
184,184.0,1.0,44301.00314753879
185,185.0,0.0,44305.95314938961
186,186.0,0.0,44604.27355035982
187,187.0,0.0,44624.443857946
188,188.0,1.0,44653.91076212816
189,189.0,2.0,44646.11232952469
190,190.0,3.0,44664.53363923349
191,191.0,1.0,45021.624284686375
192,192.0,0.0,45113.7348053915
193,193.0,0.0,45230.46824000648
194,194.0,0.0,45131.925117552935
195,195.0,4.0,45107.07517117853
196,196.0,1.0,45033.31971622835
197,197.0,1.0,45042.8990441777
198,198.0,1.0,45048.41012025713
199,199.0,3.0,45068.32928551605
200,200.0,1.0,45600.33761926805
201,201.0,1.0,45544.17046427147
202,202.0,2.0,45418.09779408666
203,203.0,1.0,45438.979107749314
204,204.0,3.0,45429.61729387278
205,205.0,2.0,45489.45206201103
206,206.0,1.0,45494.54043854675
207,207.0,1.0,45512.8572485184
208,208.0,0.0,45565.39412370371
209,209.0,2.0,45605.09485716942
210,210.0,2.0,45791.31029634103
211,211.0,1.0,45984.26691270915
212,212.0,2.0,46116.04660305007
213,213.0,0.0,46053.014464424195
214,214.0,1.0,46121.076271540245
215,215.0,0.0,46278.68536334843
216,216.0,1.0,46598.361233213756
217,217.0,4.0,46586.591943693056
218,218.0,2.0,46500.5890208217
219,219.0,4.0,46712.77215897299
220,220.0,1.0,47038.6365614157
221,221.0,4.0,47105.041906308805
222,222.0,1.0,47002.053366697975
223,223.0,0.0,46991.70818273994
224,224.0,5.0,47032.98218392319
225,225.0,3.0,47231.22344628696
226,226.0,2.0,47449.47100367276
227,227.0,3.0,47401.40309326835
228,228.0,4.0,47344.954753991886
229,229.0,2.0,47333.886369965374
230,230.0,2.0,47365.155328827874
231,231.0,1.0,47382.21920442862
232,232.0,0.0,47400.13522503874
233,233.0,2.0,47392.08539957
234,234.0,2.0,47446.31223032095
235,235.0,0.0,47490.52974544864
236,236.0,1.0,47516.85118170844
237,237.0,0.0,47524.273729758825
238,238.0,0.0,47536.18081546579
239,239.0,1.0,47532.627464955716
240,240.0,4.0,47549.911225887714
241,241.0,2.0,47626.54897771269
242,242.0,3.0,47653.424793616505
243,243.0,3.0,47713.72904730778
244,244.0,2.0,47735.82205904995
245,245.0,3.0,47751.58261320292
246,246.0,1.0,47765.922486658594
247,247.0,0.0,47817.90347977812
248,248.0,0.0,47808.31912368985
249,249.0,1.0,47877.6017244729
250,250.0,3.0,47914.09841422383
251,251.0,1.0,47956.2110915346
252,252.0,0.0,47913.93410862479
253,253.0,3.0,47913.91441191769
254,254.0,1.0,47981.16638089712
255,255.0,1.0,47991.27408371147
256,256.0,0.0,47990.78288586842
257,257.0,2.0,48034.231814233994
258,258.0,1.0,48069.476916736174
259,259.0,4.0,48112.13113563541
260,260.0,0.0,48373.56671143908
261,261.0,5.0,48354.787429453994
262,262.0,1.0,48385.251153771525
263,263.0,3.0,48409.08002422904
264,264.0,2.0,48441.62083005949
265,265.0,1.0,48466.88183911682
266,266.0,1.0,48501.61590324633
267,267.0,3.0,48811.58243907119
268,268.0,0.0,48919.86381999649
269,269.0,0.0,48855.33220032038
270,270.0,0.0,48768.49013062128
271,271.0,4.0,48766.333412480555
272,272.0,0.0,48840.95405263561
273,273.0,4.0,48877.19153753421
274,274.0,2.0,48944.68434793246
275,275.0,2.0,48979.48803688634
276,276.0,1.0,48977.78593105748
277,277.0,2.0,49019.165183567835
278,278.0,1.0,49204.63990752246
279,279.0,0.0,49854.786080752485
280,280.0,2.0,49969.94704271003
281,281.0,1.0,50005.51518814943
282,282.0,1.0,50024.586284313
283,283.0,0.0,49970.09244758201
284,284.0,3.0,49984.863920793345
285,285.0,0.0,50004.92468453734
286,286.0,3.0,50021.87172026781
287,287.0,0.0,50024.337647708046
288,288.0,1.0,50050.06024207028
289,289.0,0.0,50264.87893532411
290,290.0,0.0,50421.70080213041
291,291.0,2.0,50379.02507748015
292,292.0,0.0,50500.58818261727
293,293.0,3.0,50492.761765413255
294,294.0,2.0,50521.54679794658
295,295.0,3.0,50657.5389549636
296,296.0,3.0,50744.0327612853
297,297.0,1.0,50827.97335863224
298,298.0,2.0,50861.25092509307
299,299.0,3.0,50902.53187470521
300,300.0,1.0,50965.905322306586
301,301.0,1.0,51078.38855203087
302,302.0,1.0,51100.257210336895
303,303.0,1.0,51072.78780349357
304,304.0,0.0,51204.46740637862
305,305.0,1.0,51227.969453602265
306,306.0,4.0,51268.96404105527
307,307.0,2.0,51200.09083476901
308,308.0,1.0,51179.42282131594
309,309.0,1.0,51260.933811133975
310,310.0,1.0,51362.79113065811
311,311.0,1.0,51319.36873709492
312,312.0,0.0,51465.21261633571
313,313.0,3.0,51481.023096884615
314,314.0,1.0,51471.497747206035
315,315.0,1.0,51626.18635320333
316,316.0,1.0,51674.46516458302
317,317.0,1.0,51786.2310606883
318,318.0,0.0,51810.069299972485
319,319.0,2.0,51836.136519653934
320,320.0,4.0,51843.974263635806
321,321.0,1.0,51796.690160784725
322,322.0,1.0,51862.601560530165
323,323.0,0.0,51861.9742725551
324,324.0,1.0,51811.266556061855
325,325.0,3.0,52103.1021166331
326,326.0,2.0,52315.68356448879
327,327.0,2.0,52419.352727770776
328,328.0,3.0,52511.629414638184
329,329.0,0.0,52657.00413969671
330,330.0,1.0,52541.86939611682
331,331.0,2.0,52466.25249083141
332,332.0,0.0,52490.24473828437
333,333.0,0.0,52388.606253034246
334,334.0,2.0,52339.65034380567
335,335.0,0.0,52367.529307744306
336,336.0,3.0,52313.65401092986
337,337.0,0.0,52299.052626065226
338,338.0,1.0,52291.23250939652
339,339.0,2.0,52289.60387703321
340,340.0,2.0,52397.95044306138
341,341.0,1.0,52642.88078005932
342,342.0,2.0,52489.43850866842
343,343.0,0.0,52430.482740263644
344,344.0,1.0,52409.473380236755
345,345.0,1.0,52383.26579526167
346,346.0,3.0,52414.65419616211
347,347.0,1.0,52535.00399849123
348,348.0,4.0,52463.93557640428
349,349.0,3.0,52593.43713608601
350,350.0,3.0,52553.21771550125
351,351.0,2.0,52880.15912501325
352,352.0,2.0,53191.49067717783
353,353.0,2.0,52906.91645232962
354,354.0,4.0,52924.9067402318
355,355.0,1.0,52932.65050084393
356,356.0,2.0,52919.04289970496
357,357.0,2.0,52870.83399507746
358,358.0,3.0,52865.673809505686
359,359.0,2.0,52844.676111473455
360,360.0,2.0,52856.70108075619
361,361.0,1.0,52863.61277441844
362,362.0,2.0,52869.356165802994
363,363.0,1.0,52866.21578156944
364,364.0,2.0,52882.96724570795
365,365.0,2.0,52886.79869656633
366,366.0,3.0,52936.042456205476
367,367.0,2.0,52900.75349775271
368,368.0,2.0,52903.30079457612
369,369.0,3.0,53044.93522268286
370,370.0,2.0,53079.09944485754
371,371.0,2.0,53135.825824454325
372,372.0,3.0,53055.758139685146
373,373.0,0.0,53050.92828907144
374,374.0,0.0,53076.697884842746
375,375.0,1.0,53061.37889503848
376,376.0,1.0,53059.932954040225
377,377.0,2.0,53056.41385890649
378,378.0,3.0,53167.864472133515
379,379.0,0.0,53619.15052023646
380,380.0,1.0,53804.57471052477
381,381.0,1.0,53557.220444864666
382,382.0,1.0,53390.55307719584
383,383.0,2.0,53362.62846555345
384,384.0,0.0,53570.128231518494
385,385.0,5.0,53517.898740288554
386,386.0,3.0,53422.74666256228
387,387.0,5.0,53428.75150455709
388,388.0,3.0,53441.22851265936
389,389.0,1.0,53414.99099372789
390,390.0,2.0,53425.094924917
391,391.0,3.0,53737.68988300169
392,392.0,2.0,54029.49045541845
393,393.0,1.0,54438.62695834946
394,394.0,0.0,54457.16081543795
395,395.0,3.0,54145.0290527786
396,396.0,1.0,54069.82547416517
397,397.0,1.0,54041.06675462667
398,398.0,1.0,54062.02371088663
399,399.0,0.0,54168.54430135531
400,400.0,1.0,54134.746367913
401,401.0,3.0,54223.51949750226
402,402.0,0.0,54308.90608815505
403,403.0,1.0,54276.629147429936
404,404.0,2.0,54347.65118605328
405,405.0,3.0,54388.57760811722
406,406.0,4.0,54421.681546447
407,407.0,3.0,54432.1375154759
408,408.0,2.0,54441.051484106356
409,409.0,0.0,54457.97427107151
410,410.0,0.0,54464.462767237645
411,411.0,1.0,54499.33025689243
412,412.0,0.0,54521.37772292242
413,413.0,2.0,54589.26043565174
414,414.0,1.0,54619.72342965504
415,415.0,0.0,54628.17630263875
416,416.0,4.0,54613.51669944434
417,417.0,1.0,54616.9581115957
418,418.0,0.0,54620.54194186277
419,419.0,0.0,54667.33090616744
420,420.0,2.0,54689.889697986226
421,421.0,1.0,54697.69904124421
422,422.0,2.0,54698.89950370624
423,423.0,0.0,54708.97098282448
424,424.0,1.0,54714.62537261316
425,425.0,3.0,54724.04464033418
426,426.0,1.0,54726.30992878159
427,427.0,1.0,54730.96158253229
428,428.0,0.0,54734.76415110582
429,429.0,0.0,54907.34619705811
430,430.0,1.0,54696.94730824392
431,431.0,0.0,54820.98687660142
432,432.0,0.0,54734.51752874403
433,433.0,1.0,54724.00732358756
434,434.0,4.0,54838.60988473178
435,435.0,1.0,54974.004135311334
436,436.0,1.0,54831.49605359654
437,437.0,0.0,54817.34255181039
438,438.0,1.0,54876.103163023334
439,439.0,2.0,54828.410729439616
440,440.0,0.0,54819.011134051405
441,441.0,3.0,54836.66674679516
442,442.0,1.0,54827.64568312722
443,443.0,0.0,54917.968784306795
444,444.0,0.0,54938.764958109015
445,445.0,3.0,54946.97406387844
446,446.0,2.0,54958.72355401162
447,447.0,2.0,54962.31658797326
448,448.0,3.0,54972.59927159871
449,449.0,2.0,54982.26429085479
450,450.0,4.0,55000.37121444006
451,451.0,1.0,54998.72482228684
452,452.0,0.0,55263.71876533337
453,453.0,2.0,55258.78603016059
454,454.0,4.0,55261.31550564122
455,455.0,3.0,55393.5254932649
456,456.0,2.0,55461.51147015277
457,457.0,1.0,55369.985138976066
458,458.0,2.0,55331.74156556775
459,459.0,0.0,55240.60998421184
460,460.0,6.0,55250.808833372736
461,461.0,1.0,55476.35821088793
462,462.0,1.0,56117.2260430934
463,463.0,1.0,56399.68401530752
464,464.0,0.0,56656.31077309162
465,465.0,1.0,56696.21466817884
466,466.0,1.0,56793.9490085156
467,467.0,0.0,56761.25525185649
468,468.0,2.0,56412.95617060212
469,469.0,1.0,55970.23911264741
470,470.0,1.0,55877.541015855044
471,471.0,4.0,55869.486919248346
472,472.0,3.0,55855.6462108476
473,473.0,1.0,55794.49429295507
474,474.0,0.0,55799.040536024404
475,475.0,2.0,55807.277008541365
476,476.0,0.0,55893.611553921204
477,477.0,3.0,55972.33240145516
478,478.0,1.0,56145.92331149408
479,479.0,1.0,56199.30601429036
480,480.0,0.0,56273.76167883102
481,481.0,1.0,56094.37325200744
482,482.0,1.0,55961.08209731833
483,483.0,1.0,55923.81529207378
484,484.0,1.0,55902.70801827122
485,485.0,1.0,55910.720390133414
486,486.0,0.0,55895.74420273076
487,487.0,3.0,56023.378093410356
488,488.0,0.0,56159.85505547476
489,489.0,3.0,56073.1892275078
490,490.0,1.0,56018.41768762746
491,491.0,1.0,55983.493185054875
492,492.0,2.0,56286.52061405685
493,493.0,0.0,56677.87554167649
494,494.0,2.0,56476.50920913816
495,495.0,0.0,56271.20814998823
496,496.0,0.0,56080.534237865526
497,497.0,1.0,56048.23464783272
498,498.0,2.0,56132.75110552934
499,499.0,3.0,56126.390556006736
500,500.0,2.0,56044.32523130251
501,501.0,0.0,56008.05074464997
502,502.0,2.0,55999.5038870782
503,503.0,5.0,56075.45299260272
504,504.0,3.0,56258.04869108842
505,505.0,1.0,56354.52285178998
506,506.0,2.0,56391.994385405356
507,507.0,2.0,56333.379685858075
508,508.0,1.0,56160.50938901887
509,509.0,1.0,56157.82366594272
510,510.0,3.0,56187.32333686356
511,511.0,0.0,56028.52932143744
512,512.0,0.0,57759.22352556573
513,513.0,0.0,57761.67431677949
514,514.0,1.0,57742.31108429539
515,515.0,1.0,57747.88414113803
516,516.0,4.0,57757.14272650132
517,517.0,1.0,57828.619562183776
518,518.0,1.0,57780.18895037976
519,519.0,3.0,57768.603616636305
520,520.0,1.0,57767.24526313293
521,521.0,1.0,57764.65885473651
522,522.0,2.0,58034.11999859051
523,523.0,1.0,58255.67329952578
524,524.0,1.0,58314.19567113786
525,525.0,2.0,58090.66706327112
526,526.0,0.0,58095.79354801928
527,527.0,3.0,58051.40283317711
528,528.0,3.0,58062.02252285534
529,529.0,1.0,57953.97516245307
530,530.0,1.0,57998.57036918755
531,531.0,2.0,57998.758577496956
532,532.0,0.0,57947.54753395236
533,533.0,1.0,57941.23045444618
534,534.0,1.0,57884.649128412464
535,535.0,2.0,57880.95642554415
536,536.0,0.0,57882.57313299499
537,537.0,1.0,57868.68451645048
538,538.0,0.0,57868.99770869839
539,539.0,3.0,57902.991202996884
540,540.0,1.0,58044.04947182245
541,541.0,1.0,58035.814315329
542,542.0,0.0,58005.04345685577
543,543.0,1.0,57996.13028014184
544,544.0,0.0,58055.99254456523
545,545.0,3.0,58013.944218911325
546,546.0,2.0,58089.9186724537
547,547.0,2.0,58073.56467786167
548,548.0,4.0,58165.468421105135
549,549.0,2.0,58239.53009290531
550,550.0,2.0,58084.427051689636
551,551.0,3.0,57947.442969582014
552,552.0,1.0,57919.30027754221
553,553.0,4.0,57911.15517573716
554,554.0,3.0,58014.12099628483
555,555.0,2.0,58028.8323083205
556,556.0,4.0,58007.12042511325
557,557.0,1.0,57995.25558351465
558,558.0,1.0,57966.402181724174
559,559.0,1.0,57952.41446955276
560,560.0,3.0,58022.27696185316
561,561.0,3.0,58076.25264893435
562,562.0,2.0,58123.822643634994
563,563.0,0.0,58195.22967392164
564,564.0,1.0,58198.60591515413
565,565.0,0.0,58128.881870429424
566,566.0,0.0,58108.1969922541
567,567.0,2.0,58022.15644302036
568,568.0,3.0,58109.05266630558
569,569.0,0.0,58075.20082600778
570,570.0,3.0,58020.202251606024
571,571.0,1.0,58005.644025726055
572,572.0,4.0,58029.62420635371
573,573.0,3.0,58065.58334050687
574,574.0,1.0,58028.31992483054
575,575.0,1.0,58150.72361060805
576,576.0,3.0,58192.60361786843
577,577.0,0.0,58173.15806093263
578,578.0,3.0,58180.91023462081
579,579.0,2.0,58418.3992611289
580,580.0,1.0,58350.84610746465
581,581.0,4.0,58310.62965204485
582,582.0,1.0,58363.139001369505
583,583.0,1.0,58468.46354809737
584,584.0,1.0,58600.93244040156
585,585.0,1.0,58662.78447412556
586,586.0,1.0,58707.3025739927
587,587.0,3.0,58952.69807116395
588,588.0,1.0,59157.590057654495
589,589.0,1.0,59289.88259319817
590,590.0,4.0,59236.355949248034
591,591.0,1.0,59160.89790741707
592,592.0,1.0,59139.81430788446
593,593.0,2.0,59121.19451852651
594,594.0,1.0,59069.50732597862
595,595.0,4.0,59092.32885682456
596,596.0,0.0,59068.36685958289
597,597.0,2.0,59083.10181688668
598,598.0,1.0,59053.27066254275
599,599.0,1.0,59053.12115140021
600,600.0,0.0,59008.22761194345
601,601.0,3.0,58996.79145317998
602,602.0,1.0,59009.7790722951
603,603.0,2.0,59037.57217896404
604,604.0,1.0,59040.10804304562
605,605.0,1.0,59046.87814329105
606,606.0,1.0,59054.06446740037
607,607.0,3.0,59067.77323261979
608,608.0,1.0,59209.29595242117
609,609.0,1.0,59402.60294604467
610,610.0,1.0,60134.697882915876
611,611.0,0.0,60471.558838151206
612,612.0,0.0,60815.20276128708
613,613.0,3.0,60586.98278053138
614,614.0,1.0,60554.64372268201
615,615.0,3.0,60748.347080847336
616,616.0,4.0,60850.70399940628
617,617.0,2.0,60880.52081286852
618,618.0,1.0,60727.44747254795
619,619.0,0.0,60780.0769795229
620,620.0,2.0,60753.20606379285
621,621.0,1.0,60755.67762131363
622,622.0,2.0,60764.29410855714
623,623.0,1.0,60774.54326141375
624,624.0,2.0,60778.59848232601
625,625.0,0.0,61051.97541318806
626,626.0,3.0,61117.21252201784
627,627.0,0.0,61131.02005971008
628,628.0,0.0,61279.13168738033
629,629.0,0.0,61282.8391554195
630,630.0,3.0,61307.60457157401
631,631.0,2.0,61318.863194031495
632,632.0,1.0,61328.44801110872
633,633.0,0.0,61156.10856058695
634,634.0,0.0,61015.584874407716
635,635.0,3.0,60855.654956370476
636,636.0,4.0,61168.31080334066
637,637.0,1.0,61246.47487469032
638,638.0,2.0,61073.32162480535
639,639.0,1.0,61064.04763223794
640,640.0,1.0,60968.72862508039
641,641.0,2.0,60936.87089861796
642,642.0,2.0,60879.02571064498
643,643.0,4.0,60880.545288512985
644,644.0,2.0,60975.91365980664
645,645.0,0.0,60901.549366030624
646,646.0,0.0,60895.07160777878
647,647.0,1.0,60893.72929287265
648,648.0,1.0,60853.5619007537
649,649.0,3.0,60851.19230601815
650,650.0,1.0,60873.31938965885
651,651.0,1.0,61007.4112701005
652,652.0,3.0,60907.48788493065
653,653.0,1.0,60852.23891215895
654,654.0,1.0,60897.0764440412
655,655.0,2.0,60943.129404721796
656,656.0,1.0,61017.78785341229
657,657.0,3.0,61025.01110678817
658,658.0,1.0,61040.996570966956
659,659.0,4.0,61065.92652330916
660,660.0,1.0,61100.52798903195
661,661.0,2.0,61097.36843772684
662,662.0,5.0,61139.75564256696
663,663.0,0.0,61092.635144740176
664,664.0,1.0,60992.12333358465
665,665.0,2.0,60934.255248324465
666,666.0,3.0,61114.99833187228
667,667.0,5.0,61237.428643567124
668,668.0,2.0,61344.459960494336
669,669.0,3.0,61478.08691356822
670,670.0,0.0,61611.75359056596
671,671.0,1.0,61543.18735806861
672,672.0,2.0,61279.366168260385
673,673.0,0.0,61122.306673677755
674,674.0,1.0,60986.88228201005
675,675.0,2.0,60919.8029299167
676,676.0,1.0,60915.65773368513
677,677.0,2.0,60900.03210218417
678,678.0,2.0,60887.2999278006
679,679.0,1.0,60855.493133415046
680,680.0,2.0,60932.99520573761
681,681.0,1.0,61219.824035016456
682,682.0,1.0,61364.8178831778
683,683.0,3.0,61444.542800437346
684,684.0,2.0,61236.19274347689
685,685.0,2.0,61203.76776622767
686,686.0,2.0,61110.95807687151
687,687.0,1.0,61033.08439883031
688,688.0,2.0,61049.98435178551
689,689.0,1.0,61037.882161233174
690,690.0,1.0,61002.06101795534
691,691.0,0.0,60971.70582682177
692,692.0,1.0,60966.72323886851
693,693.0,2.0,61122.22905218093
694,694.0,1.0,61103.18401176818
695,695.0,3.0,61066.846493486046
696,696.0,0.0,61069.552398920554
697,697.0,2.0,61261.433859841
698,698.0,0.0,61335.14595509671
699,699.0,0.0,61241.111889896085
700,700.0,4.0,61210.84298483317
701,701.0,4.0,61445.2232335577
702,702.0,1.0,61260.89420695803
703,703.0,1.0,61224.46456958174
704,704.0,3.0,61239.48397840334
705,705.0,2.0,61318.28243187348
706,706.0,2.0,61355.00263264039
707,707.0,3.0,61377.081544940054
708,708.0,4.0,61396.18506836261
709,709.0,0.0,61529.208021113045
710,710.0,2.0,61542.57669707679
711,711.0,3.0,61540.55837885679
712,712.0,1.0,61767.98732179662
713,713.0,1.0,61887.10770727176
714,714.0,1.0,61907.141125940005
715,715.0,2.0,61722.40024282791
716,716.0,1.0,61503.09520195166
717,717.0,2.0,61361.26983214253
718,718.0,1.0,61312.80547054522
719,719.0,1.0,61288.14217676008
720,720.0,1.0,61247.4253236013
721,721.0,1.0,61232.11325053096
722,722.0,2.0,61226.327929531035
723,723.0,4.0,61286.4456589499
724,724.0,1.0,61457.94670133205
725,725.0,2.0,61489.73610360264
726,726.0,1.0,61517.64799123703
727,727.0,1.0,61573.30144372527
728,728.0,3.0,61713.10052451088
729,729.0,2.0,62393.78732713968
730,730.0,2.0,62630.11990004864
731,731.0,1.0,62915.243368339856
732,732.0,3.0,63105.76609340079
733,733.0,1.0,63266.60614896709
734,734.0,2.0,63332.45719292405
735,735.0,1.0,63383.45826718768
736,736.0,3.0,63405.76217879546
737,737.0,2.0,63009.73362086733
738,738.0,0.0,62706.611377559086
739,739.0,0.0,62670.54930809318
740,740.0,1.0,62648.27635598183
741,741.0,1.0,62650.40036163473
742,742.0,1.0,62586.970394818374
743,743.0,1.0,62605.68045182916
744,744.0,1.0,62516.38258145006
745,745.0,1.0,62519.38145213846
746,746.0,1.0,62527.88827332324
747,747.0,3.0,62554.54561108459
748,748.0,5.0,62568.35409231332
749,749.0,1.0,62572.02860205506
750,750.0,1.0,62572.66806830828
751,751.0,1.0,62585.595024711205
752,752.0,3.0,62589.083977431685
753,753.0,0.0,62598.33754984272
754,754.0,3.0,62616.92053630244
755,755.0,2.0,62659.5731746248
756,756.0,1.0,62637.495018295405
757,757.0,4.0,62626.70679052727
758,758.0,2.0,62629.99715593202
759,759.0,1.0,62790.367104363715
760,760.0,3.0,63011.72768019396
761,761.0,0.0,62904.61835024581
762,762.0,2.0,62831.12352133163
763,763.0,0.0,63115.98963561361
764,764.0,3.0,63048.91486047709
765,765.0,1.0,62972.698587529194
766,766.0,2.0,63019.057231973864
767,767.0,1.0,62993.415769051964
768,768.0,1.0,62953.32957678903
769,769.0,1.0,62939.21207790786
770,770.0,2.0,62953.92826996833
771,771.0,1.0,62949.563017350214
772,772.0,1.0,62957.69382382379
773,773.0,0.0,63406.70683769953
774,774.0,3.0,63368.05142146652
775,775.0,1.0,63403.54307387157
